time,open,high,low,close
2021-01-01T00:00:00Z,22707.02,23450,21519.26,21845.15
2021-01-02T00:00:00Z,21870.7,22339,21261.77,21477.83
2021-01-03T00:00:00Z,21489.56,24989,20382.88,23879.16
2021-01-04T00:00:00Z,23883.05,26750,22000,23387.84
2021-01-05T00:00:00Z,23395.09,24956.4,22050,23731.87
2021-01-06T00:00:00Z,23725.97,25550,22565.97,24742.87
2021-01-07T00:00:00Z,24798.1,37185,24086.31,33057.95
2021-01-08T00:00:00Z,33077.5,38557.1,24513,34908.59
2021-01-09T00:00:00Z,34908.6,39939.23,33504.96,35735.6
2021-01-10T00:00:00Z,35735.61,38228.53,31053.06,33982.73
2021-01-11T00:00:00Z,33966.46,34050.86,25250,30102.88
2021-01-12T00:00:00Z,30102.89,32373,28108,29743.08
2021-01-13T00:00:00Z,29758.73,33887.59,28208.58,33599.65
2021-01-14T00:00:00Z,33576.09,34260,31180,32924.52
2021-01-15T00:00:00Z,32920.08,33668.36,28445.56,30205.26
2021-01-16T00:00:00Z,30189.87,35200,30188.23,33823.09
2021-01-17T00:00:00Z,33800.5,36863.97,32308.97,34544.73
2021-01-18T00:00:00Z,34537.91,40333.87,34524.92,37994.33
2021-01-19T00:00:00Z,37983.79,38532.08,33770.85,34365.15
2021-01-20T00:00:00Z,34375.11,35485.41,31211.6,34040.18
2021-01-21T00:00:00Z,34002.52,34239.75,26378.42,27938.25
2021-01-22T00:00:00Z,27902.25,32147.32,26013,30780
2021-01-23T00:00:00Z,30783.75,31619.21,29653,30560.03
2021-01-24T00:00:00Z,30575.83,33000,30233.13,32200.52
2021-01-25T00:00:00Z,32195.81,33308.37,29243.85,29311.96
2021-01-26T00:00:00Z,29325.31,30679.98,28426,30298.17
2021-01-27T00:00:00Z,30281.5,30346.32,26960.4,27617.41
2021-01-28T00:00:00Z,27633.83,30732.09,27300,29664.06
2021-01-29T00:00:00Z,29662.56,31876.87,28496.37,29974.1
2021-01-30T00:00:00Z,29924.83,32342.77,28500,31150.11
2021-01-31T00:00:00Z,31200.38,33500,29500,30114.54
2021-02-01T00:00:00Z,30158.47,31167.16,29247.43,31166.45
2021-02-02T00:00:00Z,31139.81,32700,30382.6,31690.62
2021-02-03T00:00:00Z,31697.58,34678.57,31697.52,34095.5
2021-02-04T00:00:00Z,34089.3,34985.72,29574.81,31098.22
2021-02-05T00:00:00Z,31053.87,34000,30400,32447.8
2021-02-06T00:00:00Z,32451.24,33259.27,30625.77,31542.61
2021-02-07T00:00:00Z,31561.22,31928.77,29151.03,30866.54
2021-02-08T00:00:00Z,30866.61,33729.65,30243.85,32500
2021-02-09T00:00:00Z,32526.59,35706,31500.01,35214.33
2021-02-10T00:00:00Z,35216.34,39200,33000.33,36353.03
2021-02-11T00:00:00Z,36387.4,45900,34915,43831.19
2021-02-12T00:00:00Z,43833,52880,43630.75,47007.1
2021-02-13T00:00:00Z,47007.1,48800,43500,47157.24
2021-02-14T00:00:00Z,47140.22,47509.04,42850,43369.16
2021-02-15T00:00:00Z,43394.53,44211.14,38010,40273.62
2021-02-16T00:00:00Z,40273.62,45400,39038.33,42977.36
2021-02-17T00:00:00Z,42966.1,44422.54,40005.05,43781.87
2021-02-18T00:00:00Z,43781.87,46249.66,42682.77,44278.54
2021-02-19T00:00:00Z,44266.66,45650,41805.73,44711.81
2021-02-20T00:00:00Z,44711.81,48078.09,39100,42251.78
2021-02-21T00:00:00Z,42306.24,44845.62,41180,43097.2
2021-02-22T00:00:00Z,43097.2,43196.85,30546.04,39229.56
2021-02-23T00:00:00Z,39248.41,39361.59,28319.3,33410.7
2021-02-24T00:00:00Z,33441.55,37031.32,31774.11,33800.25
2021-02-25T00:00:00Z,33752.6,35577.6,31336.59,31600.98
2021-02-26T00:00:00Z,31627.81,33254.79,29800,31141.43
2021-02-27T00:00:00Z,31117.23,33433.82,30685.08,31442.6
2021-02-28T00:00:00Z,31445.92,31588.25,27437.73,30722.16
2021-03-01T00:00:00Z,30760.73,34855.88,30652.48,34782.12
2021-03-02T00:00:00Z,34782.13,35440.27,32250.01,33220.24
2021-03-03T00:00:00Z,33221.19,35800,32967.8,33750.68
2021-03-04T00:00:00Z,33750.68,34540.81,31500.04,32392.48
2021-03-05T00:00:00Z,32362.25,32503.9,30022.42,31950.75
2021-03-06T00:00:00Z,31910.63,34192.24,31297.18,34047.86
2021-03-07T00:00:00Z,33990.02,39313.86,33829.27,39133.02
2021-03-08T00:00:00Z,39141.42,42450,37870.37,39767.07
2021-03-09T00:00:00Z,39784.29,40319.04,38563.26,38936.52
2021-03-10T00:00:00Z,38971.18,39084.09,36268.73,37839.52
2021-03-11T00:00:00Z,37863.25,38430.87,36015.51,37899.9
2021-03-12T00:00:00Z,37899.9,38178.33,35118.09,35967.32
2021-03-13T00:00:00Z,35999.98,38836.17,34832.27,38166.6
2021-03-14T00:00:00Z,38191.57,38700,35626.39,35827.51
2021-03-15T00:00:00Z,35814.81,36607.36,33440.09,34557.17
2021-03-16T00:00:00Z,34578.26,35349.43,33150.51,34961.5
2021-03-17T00:00:00Z,35000,35476.03,33256.23,35081.48
2021-03-18T00:00:00Z,35091.57,37538.02,34711,35677.35
2021-03-19T00:00:00Z,35685.87,36962.38,34666.66,35976.65
2021-03-20T00:00:00Z,35967.31,37370,34965.04,35073.9
2021-03-21T00:00:00Z,35060.97,36064.57,34208.42,35345.55
2021-03-22T00:00:00Z,35332.32,35921.61,32897.68,33247
2021-03-23T00:00:00Z,33247,34307.75,32840.8,33729.02
2021-03-24T00:00:00Z,33729.01,34715.25,29846.49,30918.5
2021-03-25T00:00:00Z,30913.49,32545.83,29784.47,31840.43
2021-03-26T00:00:00Z,31839.84,33363.7,31785.94,33194.68
2021-03-27T00:00:00Z,33197.5,33390.13,31661.01,32711.68
2021-03-28T00:00:00Z,32723.74,33800,31998.66,32608.04
2021-03-29T01:00:00+01:00,32614.78,36314,32343.78,35386.41
2021-03-30T01:00:00+01:00,35379.92,36783.67,35040,35476.25
2021-03-31T01:00:00+01:00,35471.81,36780,33730,36142.51
2021-04-01T01:00:00+01:00,36176.91,37200,35556.57,36583.84
2021-04-02T01:00:00+01:00,36606.44,39999,35936.36,39286.22
2021-04-03T01:00:00+01:00,39294.91,39826.15,35779.89,35816.45
2021-04-04T01:00:00+01:00,35838.05,38000,35200,37589.82
2021-04-05T01:00:00+01:00,37575.89,38908.67,35972.18,38488.2
2021-04-06T01:00:00+01:00,38456.74,42999,38456.7,41302.31
2021-04-07T01:00:00+01:00,41298.91,44422.2,38077.02,43966.06
2021-04-08T01:00:00+01:00,43922.45,49050,43691.03,47273.11
2021-04-09T01:00:00+01:00,47242.71,49010,45132.96,45782.07
2021-04-10T01:00:00+01:00,45782.07,46145.88,43190,44570.99
2021-04-11T01:00:00+01:00,44570.85,46900,44322.52,45024.95
2021-04-12T01:00:00+01:00,45024.95,45265.25,41655.56,43023.81
2021-04-13T01:00:00+01:00,43053.98,46442.63,41950.6,44796.8
2021-04-14T01:00:00+01:00,44800.14,48040,42800,47290.53
2021-04-15T01:00:00+01:00,47289.99,53200,46957.33,50249.46
2021-04-16T01:00:00+01:00,50275.03,53500,45507.37,53019.06
2021-04-17T01:00:00+01:00,53098.96,54500,48426.18,48625
2021-04-18T01:00:00+01:00,48709.76,53900,41888,53464.77
2021-04-19T01:00:00+01:00,53427.48,57497.6,45731.17,46740.3
2021-04-20T01:00:00+01:00,46744.88,51148.96,43131,48880.61
2021-04-21T01:00:00+01:00,48880.61,50625.29,44981.33,45343.74
2021-04-22T01:00:00+01:00,45346.91,51867,44043.57,45407.34
2021-04-23T01:00:00+01:00,45399.89,46299.17,39109.92,43314.66
2021-04-24T01:00:00+01:00,43318.22,43327,38833.39,39211.49
2021-04-25T01:00:00+01:00,39263.94,42280.1,37644.79,39759.1
2021-04-26T01:00:00+01:00,39795,45437.97,39509.35,45256.01
2021-04-27T01:00:00+01:00,45255.99,49379.82,44152.18,48762.07
2021-04-28T01:00:00+01:00,48706.37,50575.93,47227.48,48036.58
2021-04-29T01:00:00+01:00,48066.01,48544.17,45885.97,46787.64
2021-04-30T01:00:00+01:00,46783.18,49419.16,46113.65,48905.73
2021-05-01T01:00:00+01:00,48919.03,50639.11,48322.04,49816.58
2021-05-02T01:00:00+01:00,49830.06,49920.84,47409.3,48513.34
2021-05-03T01:00:00+01:00,48516.39,54352.94,48479.53,53382.78
2021-05-04T01:00:00+01:00,53366.77,55500.5,49502.12,50288.71
2021-05-05T01:00:00+01:00,50299,54850.57,49834.77,54521.66
2021-05-06T01:00:00+01:00,54492.7,57878.25,52051.87,52407.92
2021-05-07T01:00:00+01:00,52376.93,54136.94,50251.42,53352.9
2021-05-08T01:00:00+01:00,53319.39,55370.49,52015.82,54073.52
2021-05-09T01:00:00+01:00,54115.45,55000,51723.01,53360.52
2021-05-10T01:00:00+01:00,53360.6,62680.72,49600,62425.79
2021-05-11T01:00:00+01:00,62362.63,83013.75,56972.12,82885.12
2021-05-12T01:00:00+01:00,82875.44,95000,64600,65548.55
2021-05-13T01:00:00+01:00,65768.02,80115.75,60000,66018.27
2021-05-14T01:00:00+01:00,66133.19,81484.61,65522.24,77676.94
2021-05-15T01:00:00+01:00,77676.03,79307.18,65990,66907.28
2021-05-16T01:00:00+01:00,67036.48,70778.7,59720.13,65807.68
2021-05-17T01:00:00+01:00,65850.35,68926.47,58297.84,64316.81
2021-05-18T01:00:00+01:00,64250.72,77821.98,63632.44,72833.03
2021-05-19T01:00:00+01:00,72885.41,74565.2,34070.26,45704.98
2021-05-20T01:00:00+01:00,45921.97,57286.63,37690.04,51700.14
2021-05-21T01:00:00+01:00,51697.4,54609.64,35700,43601.12
2021-05-22T01:00:00+01:00,43601.12,44745.2,36954.92,38445.21
2021-05-23T01:00:00+01:00,38441.97,40185.62,23859.75,32549.68
2021-05-24T01:00:00+01:00,32583.91,51963.2,31848,48350
2021-05-25T01:00:00+01:00,48350,50988.07,42088,46899.38
2021-05-26T01:00:00+01:00,46899.14,51800.6,45631.23,50225.97
2021-05-27T01:00:00+01:00,50225.97,50274.09,44851.27,46882.55
2021-05-28T01:00:00+01:00,46840.63,47335.83,39000,40835.65
2021-05-29T01:00:00+01:00,40899.15,42942.7,37500,39164.57
2021-05-30T01:00:00+01:00,39182.64,43932.4,37259.25,41883.7
2021-05-31T01:00:00+01:00,41823.92,47280,40000,46962.62
2021-06-01T01:00:00+01:00,46938.89,47786.62,43858.58,45071.01
2021-06-02T01:00:00+01:00,45071.01,46632.54,43736,45170.74
2021-06-03T01:00:00+01:00,45167.52,47192.36,44476.97,45924
2021-06-04T01:00:00+01:00,45920.19,45961.27,40692.41,42593.43
2021-06-05T01:00:00+01:00,42640.4,44572.41,40692.01,42237.59
2021-06-06T01:00:00+01:00,42180.01,44729.67,41707.46,43072.75
2021-06-07T01:00:00+01:00,43072.76,44300,40001.02,40442.23
2021-06-08T01:00:00+01:00,40382.81,41109.04,35854.47,39643.92
2021-06-09T01:00:00+01:00,39680.15,41128.02,37685.52,40500
2021-06-10T01:00:00+01:00,40500,40626.73,37052.5,37793.2
2021-06-11T01:00:00+01:00,37793.33,38401.13,36029.01,36926.6
2021-06-12T01:00:00+01:00,36927.53,37291.82,34601.53,36305.39
2021-06-13T01:00:00+01:00,36349.09,39000.52,35175.11,38527.58
2021-06-14T01:00:00+01:00,38533.56,40455.47,38002.56,39425.21
2021-06-15T01:00:00+01:00,39425.21,40200,38431.54,38901.31
2021-06-16T01:00:00+01:00,38902.92,38972.55,36101.61,36457.89
2021-06-17T01:00:00+01:00,36406.32,37598.68,35351.63,36319.92
2021-06-18T01:00:00+01:00,36297.93,36494.8,32513.1,34163.13
2021-06-19T01:00:00+01:00,34163.13,34889.44,33200,33213.29
2021-06-20T01:00:00+01:00,33213.29,37351.92,32834.4,36012.15
2021-06-21T01:00:00+01:00,36039.24,36264.07,28872.44,29367.23
2021-06-22T01:00:00+01:00,29377.34,31433.73,25000,28737.14
2021-06-23T01:00:00+01:00,28704.87,32438.66,27620.54,30957.17
2021-06-24T01:00:00+01:00,31019.57,32112.38,29382.41,31349.41
2021-06-25T01:00:00+01:00,31407.83,31855.95,27874.85,28110.46
2021-06-26T01:00:00+01:00,28106.52,28948.52,26749.89,28694.41
2021-06-27T01:00:00+01:00,28713.93,30275.33,27891.73,30273.17
2021-06-28T01:00:00+01:00,30273.17,32887.93,29784.28,31409.26
2021-06-29T01:00:00+01:00,31408.88,34850,31266.64,33635.36
2021-06-30T01:00:00+01:00,33624.5,34039.52,31173.48,33843.07
2021-07-01T01:00:00+01:00,33845.17,34252.81,31585.62,31931.17
2021-07-02T01:00:00+01:00,31947.24,32396.49,30582.26,32039.4
2021-07-03T01:00:00+01:00,32051.79,34800,31518.01,32670.53
2021-07-04T01:00:00+01:00,32670.53,34500,31602.76,33394
2021-07-05T01:00:00+01:00,33394,33447.15,31000,32417.36
2021-07-06T01:00:00+01:00,32421.59,37365,32405.8,35904.47
2021-07-07T01:00:00+01:00,35911.03,37783.66,35176.08,35399.46
2021-07-08T01:00:00+01:00,35439.11,35501.25,32322,33070.65
2021-07-09T01:00:00+01:00,33074.86,34026.7,31635.58,33473.06
2021-07-10T01:00:00+01:00,33508.68,34084.22,32452.03,33154.7
2021-07-11T01:00:00+01:00,33183.14,34319.56,32766.94,33826.33
2021-07-12T01:00:00+01:00,33827.64,34388,32234,32843
2021-07-13T01:00:00+01:00,32814.36,33868,31915.13,32267.26
2021-07-14T01:00:00+01:00,32282.31,32432.35,30124.74,31505.81
2021-07-15T01:00:00+01:00,31517.39,32315.49,29720,30101.45
2021-07-16T01:00:00+01:00,30101.45,30556.35,27483.88,27602.38
2021-07-17T01:00:00+01:00,27615.37,28200,27013.84,27648.76
2021-07-18T01:00:00+01:00,27679.6,28917.04,27525.81,27959.51
2021-07-19T01:00:00+01:00,27965.89,28311.99,26607.44,26855.4
2021-07-20T01:00:00+01:00,26882.41,27300,24800,25787.3
2021-07-21T01:00:00+01:00,25811.48,29772.21,25296.12,28289.5
2021-07-22T01:00:00+01:00,28292.84,28866.86,27462.82,28492.57
2021-07-23T01:00:00+01:00,28513.61,29441.88,27911.81,29424.63
2021-07-24T01:00:00+01:00,29427.03,30268.69,28900,29485.39
2021-07-25T01:00:00+01:00,29509.34,29976.62,28653.13,29945.19
2021-07-26T01:00:00+01:00,29971.88,33187.97,29817.37,30064.28
2021-07-27T01:00:00+01:00,30018.37,31000,28779.52,29650.55
2021-07-28T01:00:00+01:00,29643.96,30899.99,29224.8,29859.22
2021-07-29T01:00:00+01:00,29858.66,31137.51,29403.57,30858.5
2021-07-30T01:00:00+01:00,30846.25,31435.89,29749,31302.06
2021-07-31T01:00:00+01:00,31297.53,33736.53,30713.18,33056.01
2021-08-01T01:00:00+01:00,33112.97,33990,31349.94,31682.42
2021-08-02T01:00:00+01:00,31679.73,33500,31073.1,31953.23
2021-08-03T01:00:00+01:00,31953.23,32622.36,30568.63,31861.87
2021-08-04T01:00:00+01:00,31901.08,33324.25,31139.84,32998.27
2021-08-05T01:00:00+01:00,33002.09,33690,31330,32915.13
2021-08-06T01:00:00+01:00,32915.13,33710.99,32150,33244.89
2021-08-07T01:00:00+01:00,33242.66,35070.63,32852,34637.56
2021-08-08T01:00:00+01:00,34641.27,34836.69,32123.68,32720.78
2021-08-09T01:00:00+01:00,32738.77,34303.49,31800,33955.84
2021-08-10T01:00:00+01:00,33928.57,35615.38,33499.99,34870.35
2021-08-11T01:00:00+01:00,34870.35,45000,34786.32,37988.13
2021-08-12T01:00:00+01:00,37973.31,40003.12,35547.81,37029.92
2021-08-13T01:00:00+01:00,37004.52,40469.87,36611.11,40212.19
2021-08-14T01:00:00+01:00,40211.53,40211.53,38211.73,39497.4
2021-08-15T01:00:00+01:00,39527.11,40008.07,37688.53,39818.47
2021-08-16T01:00:00+01:00,39850.5,41993.57,39000,39306.97
2021-08-17T01:00:00+01:00,39263.15,41841.37,37398.17,37860.09
2021-08-18T01:00:00+01:00,37851.42,38860.82,36814.28,37127.94
2021-08-19T01:00:00+01:00,37127.94,39166.7,36108.37,39146.87
2021-08-20T01:00:00+01:00,39157.58,40337.28,38833.18,39756.82
2021-08-21T01:00:00+01:00,39756.82,39934.97,38541.98,38800
2021-08-22T01:00:00+01:00,38760.88,41018.11,38359.32,39476.06
2021-08-23T01:00:00+01:00,39500.7,40651.18,39452.12,40008.65
2021-08-24T01:00:00+01:00,40000.05,40400,36900,37110
2021-08-25T01:00:00+01:00,37085.33,38426.99,36011.68,38291.69
2021-08-26T01:00:00+01:00,38315.27,38481.31,35526.3,36132.58
2021-08-27T01:00:00+01:00,36145.14,38334.89,35167.1,37815.56
2021-08-28T01:00:00+01:00,37816.32,38280,37053.42,38044.51
2021-08-29T01:00:00+01:00,38073.32,38683.9,36945,37472.05
2021-08-30T01:00:00+01:00,37473.65,37705.11,35940.8,36268.95
2021-08-31T01:00:00+01:00,36245.94,38811.56,35629.03,38312.42
2021-09-01T01:00:00+01:00,38349.65,40463.08,37784.6,39981.21
2021-09-02T01:00:00+01:00,39982.98,40290.35,38472.99,38663.39
2021-09-03T01:00:00+01:00,38663.39,41054.6,37712.21,40417.48
2021-09-04T01:00:00+01:00,40454.21,43557,39752.15,41460
2021-09-05T01:00:00+01:00,41486.99,43862.5,40452.36,42911.21
2021-09-06T01:00:00+01:00,42911.55,43534.85,41233.39,42207.52
2021-09-07T01:00:00+01:00,42225.45,42788.57,31050,34595.38
2021-09-08T01:00:00+01:00,34595.36,36060.44,32179.94,34683.84
2021-09-09T01:00:00+01:00,34703.15,35699,33417.11,34343.71
2021-09-10T01:00:00+01:00,34363.63,35500,32000,32808.92
2021-09-11T01:00:00+01:00,32832.81,34013.38,32530.94,32952.55
2021-09-12T01:00:00+01:00,32971.15,34333.46,32372.07,33292.06
2021-09-13T01:00:00+01:00,33244.62,33613.9,31082.74,32745.01
2021-09-14T01:00:00+01:00,32752.67,35738.39,32540.46,35700.01
2021-09-15T01:00:00+01:00,35700.01,38000,35087.99,36491.28
2021-09-16T01:00:00+01:00,36520.38,36780.37,34145,34786.94
2021-09-17T01:00:00+01:00,34778.77,35093.12,32768.79,33238.14
2021-09-18T01:00:00+01:00,33248.46,34424.4,32830.14,33923.02
2021-09-19T01:00:00+01:00,33917.94,33984.91,32467.71,33029.39
2021-09-20T01:00:00+01:00,33036.34,33063.94,28322.74,29483.12
2021-09-21T01:00:00+01:00,29573.61,30401.16,26515.46,27359.71
2021-09-22T01:00:00+01:00,27390.07,30603.72,26973.73,30502.63
2021-09-23T01:00:00+01:00,30519.46,31417.29,29954.62,31257.14
2021-09-24T01:00:00+01:00,31257.14,31365.75,27076.43,29252.9
2021-09-25T01:00:00+01:00,29252.85,30510,28511.4,30276.74
2021-09-26T01:00:00+01:00,30276.74,30999.99,27716.93,30402.41
2021-09-27T01:00:00+01:00,30381.69,31741.31,28593.37,28620.97
2021-09-28T01:00:00+01:00,28647.03,29974.07,28118.9,28243.89
2021-09-29T01:00:00+01:00,28229.02,29586.22,27926.79,28595.02
2021-09-30T01:00:00+01:00,28608.88,29584.93,28410.27,29196.42
2021-10-01T01:00:00+01:00,29199.24,31698.83,28830.9,31674.21
2021-10-02T01:00:00+01:00,31674.71,32780.26,30949.02,31900
2021-10-03T01:00:00+01:00,31896.23,32261.98,31164.45,31348.18
2021-10-04T01:00:00+01:00,31350.51,31373.54,29674.78,30795.25
2021-10-05T01:00:00+01:00,30798.72,32362.05,30101,31860.04
2021-10-06T01:00:00+01:00,31866.5,32800,29862.2,32048.17
2021-10-07T01:00:00+01:00,32058.55,32763.19,30902.86,32142.06
2021-10-08T01:00:00+01:00,32188.15,37458.75,32062.84,34580.98
2021-10-09T01:00:00+01:00,34629.17,35359.99,33792.63,33997.37
2021-10-10T01:00:00+01:00,34001.66,34900.4,32427.39,32615.64
2021-10-11T01:00:00+01:00,32577.48,35549.29,32110.11,35518.79
2021-10-12T01:00:00+01:00,35526.79,35526.81,33228.03,34839.44
2021-10-13T01:00:00+01:00,34827.14,35660.07,34102.95,34626.94
2021-10-14T01:00:00+01:00,34626.94,36112.47,34438.08,35442.8
2021-10-15T01:00:00+01:00,35413.06,36674.1,34634.81,35994.14
2021-10-16T01:00:00+01:00,35993.88,36363.52,34990.06,35135
2021-10-17T01:00:00+01:00,35139.19,35608.23,33088.06,34827.05
2021-10-18T01:00:00+01:00,34798.54,35000,33314.57,33852.75
2021-10-19T01:00:00+01:00,33850.94,34766.96,33605.56,34748.73
2021-10-20T01:00:00+01:00,34766.96,36197.87,34186.54,36073.52
2021-10-21T01:00:00+01:00,36063.03,36628.77,34200,34295.69
2021-10-22T01:00:00+01:00,34314.57,34865.11,33513.39,34592.38
2021-10-23T01:00:00+01:00,34613.13,35823.67,34408.26,35790.28
2021-10-24T01:00:00+01:00,35790.28,35904.7,33951.69,34527.22
2021-10-25T01:00:00+01:00,34519.62,35096.97,34350,34777.28
2021-10-26T01:00:00+01:00,34807.32,38842.29,34718.91,37655.76
2021-10-27T01:00:00+01:00,37654.14,39554.29,33757.76,33926.44
2021-10-28T01:00:00+01:00,33924.52,35090.26,33332.78,34125.87
2021-10-29T01:00:00+01:00,34157.05,35562,34062.95,35053.75
2021-10-30T01:00:00+01:00,35053.75,35066.86,33423.1,33765.02
2021-10-31T01:00:00+01:00,33759.5,34318.26,33150,34123.58
2021-11-01T00:00:00Z,34117.69,35000,33255,34757.66
2021-11-02T00:00:00Z,34757.67,35371,34265.22,35016.14
2021-11-03T00:00:00Z,35021.15,35491.34,33689,34696.97
2021-11-04T00:00:00Z,34691.8,34691.8,32500,33962.19
2021-11-05T00:00:00Z,33970.66,34410.62,33694.72,34006.21
2021-11-06T00:00:00Z,34006.21,34027.12,32350,33860.61
2021-11-07T00:00:00Z,33877.73,35537.85,33453.1,35515.73
2021-11-08T00:00:00Z,35537.85,36414.41,35096.81,35641.29
2021-11-09T00:00:00Z,35658.63,35695.44,34446.66,34549.54
2021-11-10T00:00:00Z,34549.54,35840.8,32472.42,32950.51
2021-11-11T00:00:00Z,32932.06,34999.93,32557.56,33708.76
2021-11-12T00:00:00Z,33700,35601.68,31701.5,32240.91
2021-11-13T00:00:00Z,32232.71,33070.7,32143.66,32703.73
2021-11-14T00:00:00Z,32720.39,34506.33,32715.31,33574.56
2021-11-15T00:00:00Z,33575.42,35394.13,33388.6,33449.08
2021-11-16T00:00:00Z,33434.88,33434.89,29743.9,30671.55
2021-11-17T00:00:00Z,30681.07,31279,29783.95,31205.78
2021-11-18T00:00:00Z,31144.64,35827.94,30431.37,32463.57
2021-11-19T00:00:00Z,32465.86,33020.4,31001.46,31782.42
2021-11-20T00:00:00Z,31777.83,32293.78,30790.23,31992.41
2021-11-21T00:00:00Z,31992.41,32688.19,31247.38,31590.93
2021-11-22T00:00:00Z,31580.56,32600,30468.98,31183.24
2021-11-23T00:00:00Z,31192.58,32215.12,30944.2,31632.23
2021-11-24T00:00:00Z,31632.11,31802.71,30411.66,31097.03
2021-11-25T00:00:00Z,31110.08,32750,30893.62,32035.97
2021-11-26T00:00:00Z,32113.05,32228.22,28416.12,28778.9
2021-11-27T00:00:00Z,28810.51,29709.27,28635.17,29203.2
2021-11-28T00:00:00Z,29203.3,30085.13,27786,29994.09
2021-11-29T00:00:00Z,29996.89,30385.15,29455.23,30165.58
2021-11-30T00:00:00Z,30165.52,30500,29198,29626.15
2021-12-01T00:00:00Z,29648.51,30167.27,28455.21,28930.22
2021-12-02T00:00:00Z,28960.67,29421.42,28062.59,28830.85
2021-12-03T00:00:00Z,28830.84,29430.43,26653.07,27476.03
2021-12-04T00:00:00Z,27462.11,27596.33,17699.81,24663.04
2021-12-05T00:00:00Z,24683.55,25484.09,23033.15,23740.13
2021-12-06T00:00:00Z,23759.45,23973.67,21761.72,23845.74
2021-12-07T00:00:00Z,23840.58,24548.37,21858.92,22077.72
2021-12-08T00:00:00Z,22077.72,23150,21393.3,23141.39
2021-12-09T00:00:00Z,23148.06,23950,20750.07,20951.48
2021-12-10T00:00:00Z,20955.72,21586.15,19941.7,20054.88
2021-12-11T00:00:00Z,20077.03,23325.31,19759.1,21556.5
2021-12-12T00:00:00Z,21559.44,22652.75,20868.91,21699.64
2021-12-13T00:00:00Z,21712.44,21858.26,19004.45,19576.46
2021-12-14T00:00:00Z,19567.42,20429.24,19252.21,20120.2
2021-12-15T00:00:00Z,20139.08,21006.98,18852.34,20637.62
2021-12-16T00:00:00Z,20637.62,25983.97,20637.62,24611.37
2021-12-17T00:00:00Z,24591.92,34000,24303.33,33609.99
2021-12-18T00:00:00Z,33596.22,34744.13,30262.66,31340.5
2021-12-19T00:00:00Z,31321.01,33226.39,30500.46,31979.29
2021-12-20T00:00:00Z,31997.09,39271.77,31460,36818.34
2021-12-21T00:00:00Z,36818.34,36920.07,34133.38,34665.89
2021-12-22T00:00:00Z,34672.31,35320.62,31531.06,31661.48
2021-12-23T00:00:00Z,31660.04,33299,30937.56,31551.01
2021-12-24T00:00:00Z,31573.89,33689.6,30334.82,32557.82
2021-12-25T00:00:00Z,32565.53,32922.11,30750,31173.63
2021-12-26T00:00:00Z,31192.95,32100,30188.25,31124.02
2021-12-27T00:00:00Z,31185.61,34750,30929.81,31718.28
2021-12-28T00:00:00Z,31742.92,31748.95,28559.3,28686.35
2021-12-29T00:00:00Z,28686.34,31318.33,27748.63,28567.38
2021-12-30T00:00:00Z,28567.38,30455,28000,30199.65
2021-12-31T00:00:00Z,30198.88,33404.99,29594.89,33057.84
2022-01-01T00:00:00Z,33056.93,38495.78,32440.96,36554.04
2022-01-02T00:00:00Z,36577.96,39500,35609.27,39101.12
2022-01-03T00:00:00Z,39080.86,41749.34,37800.1,38707.67
2022-01-04T00:00:00Z,38735.94,39741.51,36035,36278.67
2022-01-05T00:00:00Z,36275.83,37399.37,30868.67,32549.01
2022-01-06T00:00:00Z,32568.07,36992.9,31144,35942.06
2022-01-07T00:00:00Z,35943.6,37095.12,31328.35,35815.88
2022-01-08T00:00:00Z,35822.42,36700,31955.27,33104.22
2022-01-09T00:00:00Z,33104.22,35329.2,32407.2,32692.12
2022-01-10T00:00:00Z,32696.54,32790.52,29372,32002.69
2022-01-11T00:00:00Z,31983.82,33354.8,31521.35,32765.27
2022-01-12T00:00:00Z,32758.3,34735.56,32515.66,33830.63
2022-01-13T00:00:00Z,33814.49,34252.79,31139,31456.58
2022-01-14T00:00:00Z,31460.1,33085.55,31000,32246.87
2022-01-15T00:00:00Z,32246.23,33904.96,31688.29,33477.72
2022-01-16T00:00:00Z,33477.72,34200,33020.24,33595.75
2022-01-17T00:00:00Z,33595.75,33695.91,31200,31579.45
2022-01-18T00:00:00Z,31592.35,33523.46,30842.16,32581.39
2022-01-19T00:00:00Z,32572.74,33515.69,31200,32148.67
2022-01-20T00:00:00Z,32154.71,34392.64,31259.66,31436.9
2022-01-21T00:00:00Z,31394.83,31414.02,25100,25746.56
2022-01-22T00:00:00Z,25737.15,26705,20200.49,22884.3
2022-01-23T00:00:00Z,22896.65,25158.3,22682.47,25090.13
2022-01-24T00:00:00Z,25105.43,25136.79,21375.17,23955.08
2022-01-25T00:00:00Z,23951.8,24950,23362.66,24455.43
2022-01-26T00:00:00Z,24493.15,26230,23453.58,24175.23
2022-01-27T00:00:00Z,24195.61,24840.53,23060.51,23905.79
2022-01-28T00:00:00Z,23915.32,24175.08,22359.04,23470.61
